producto_id,fecha_transaccion,cantidad,entrada_salida
64,2022-10-25 12:42:13,22.9,0
23,2022-12-01 17:39:28,35.1,0
69,2022-08-30 07:11:46,34.31,0
25,2024-06-19 22:44:35,19.45,0
78,2025-01-26 10:17:27,9.12,1
85,2022-11-23 15:11:08,27.15,0
67,2024-04-12 18:56:24,42.93,0
57,2023-04-13 21:08:42,31.44,1
59,2023-10-10 09:28:46,10.33,0
30,2024-07-14 22:54:57,36.81,0
65,2023-03-10 02:56:55,10.91,0
100,2023-05-07 14:56:27,36.54,1
91,2024-07-28 17:02:46,36.35,0
56,2023-12-12 02:43:26,40.28,0
20,2023-05-08 06:17:53,8.75,0
36,2024-10-19 08:27:45,28.75,0
18,2022-08-08 08:28:16,28.07,0
19,2025-03-12 19:20:13,27.72,0
21,2022-12-13 05:23:54,19.33,1
89,2022-12-24 00:19:44,29.43,1
51,2024-08-16 05:58:54,26.99,0
97,2023-12-07 12:56:22,23.56,1
51,2022-11-23 18:30:32,30.12,0
27,2024-06-09 22:23:54,17.91,1
77,2025-01-08 18:47:07,31.98,0
21,2024-11-01 10:45:42,16.38,1
33,2023-05-27 08:27:54,6.92,0
73,2023-06-18 07:18:37,15.03,1
85,2024-03-04 09:16:07,25.89,1
84,2023-12-05 07:51:22,38.25,0
7,2022-10-28 18:08:02,28.5,1
3,2022-08-16 10:15:48,8.1,0
3,2023-12-11 05:21:19,11.44,1
25,2024-05-12 04:23:03,22.36,0
50,2025-02-24 02:03:48,30.09,1
97,2024-11-20 13:06:15,18.46,0
73,2022-07-17 11:34:15,34.52,1
44,2023-07-15 11:10:03,47.65,0
31,2025-03-27 11:57:01,14.3,1
51,2022-11-09 11:58:44,20.72,0
37,2024-03-10 01:47:15,3.74,0
14,2024-03-11 22:05:07,1.59,0
4,2022-07-17 09:28:34,17.78,1
46,2023-04-11 18:25:56,34.41,1
63,2023-01-15 17:34:32,30.29,0
7,2023-09-29 13:39:53,34.76,0
53,2025-01-21 07:03:50,14.83,1
91,2024-04-05 00:10:28,49.67,1
95,2022-07-18 22:12:36,36.2,1
4,2024-11-01 22:38:10,26.33,0
61,2025-03-20 19:03:55,11.09,0
20,2023-06-07 17:33:26,15.67,1
71,2024-09-10 18:51:46,27.8,1
8,2022-12-06 17:07:59,18.52,1
52,2024-05-30 13:48:51,2.85,0
60,2023-10-28 07:52:00,37.5,1
85,2022-06-05 06:15:37,38.35,0
32,2025-04-17 09:45:11,23.72,0
4,2024-10-18 14:42:40,34.04,1
81,2024-12-25 06:31:26,4.33,1
56,2022-12-03 09:08:05,45.74,1
25,2023-04-25 15:16:24,4.06,1
8,2024-06-06 14:31:59,31.22,1
92,2024-12-29 18:11:26,6.33,0
34,2024-01-07 22:33:29,27.14,0
96,2025-05-08 06:01:37,48.2,1
93,2025-04-22 10:58:06,31.1,1
100,2024-05-06 14:49:47,6.66,0
48,2024-12-12 13:52:49,10.29,1
18,2022-12-20 16:23:27,27.94,1
43,2023-10-17 00:17:29,18.91,0
68,2024-10-09 03:56:54,39.75,0
95,2023-04-11 21:19:41,12.44,0
49,2022-10-07 16:50:49,9.02,1
61,2023-01-26 22:42:50,45.44,0
88,2023-09-07 09:18:30,41.44,1
100,2025-02-24 16:18:59,10.24,1
30,2022-12-31 17:18:10,9.25,0
59,2025-04-01 11:16:50,42.83,0
83,2024-06-24 19:01:09,49.05,1
43,2024-07-23 13:12:53,18.34,0
67,2023-12-23 09:32:35,32.62,0
46,2023-09-02 09:40:46,39.26,1
85,2025-05-01 01:38:00,5.73,1
66,2023-03-22 18:43:52,33.33,0
71,2023-06-18 07:43:20,11.67,1
24,2024-08-26 02:13:27,7.33,1
34,2025-01-26 11:25:05,24.09,1
53,2023-05-25 14:12:23,1.66,0
71,2025-04-30 14:47:23,44.66,1
66,2022-10-03 01:38:18,40.44,1
67,2024-02-11 23:23:23,35.95,1
53,2024-07-09 06:21:45,9.69,1
19,2023-08-22 09:10:38,31.52,0
87,2022-11-01 19:12:06,29.6,1
5,2023-03-17 19:27:58,49.79,1
96,2023-05-30 01:30:52,18.93,1
31,2022-06-09 20:54:23,16.11,0
71,2024-08-30 02:41:02,20.93,1
24,2022-06-13 13:54:39,19.44,0
69,2024-11-13 19:49:59,10.28,0
3,2022-10-21 17:24:23,47.07,1
90,2023-09-12 06:12:40,4.62,0
31,2024-12-14 23:28:46,47.08,0
64,2023-06-05 14:55:39,35.49,1
95,2023-07-30 09:24:55,13.85,0
41,2023-02-28 02:23:48,28.19,0
100,2024-02-29 16:04:02,31.9,0
90,2023-03-13 07:58:31,9.44,0
45,2023-08-21 09:35:54,17.09,1
6,2022-06-28 14:29:17,45.93,1
73,2024-05-29 14:54:44,10.34,0
37,2023-07-04 15:03:48,20.49,1
53,2022-11-05 00:27:41,18.48,0
4,2024-04-22 20:21:31,31.92,1
86,2023-07-08 11:21:19,17.88,1
66,2024-07-22 03:50:02,25.6,0
64,2025-01-31 21:14:20,32.68,1
84,2023-07-08 04:01:52,26.3,1
11,2022-07-16 01:32:37,5.66,1
89,2024-07-05 07:54:48,24.34,1
77,2022-12-25 13:30:41,19.38,1
25,2023-07-31 02:49:27,10.21,0
65,2025-03-07 04:00:05,12.84,1
73,2023-07-26 23:26:20,45.76,1
11,2023-09-20 03:39:30,31.26,1
2,2022-07-08 04:28:42,29.0,0
84,2024-01-22 11:57:55,22.9,0
40,2023-07-21 20:24:14,16.26,1
90,2024-12-19 23:54:55,47.23,0
64,2024-12-08 03:29:22,43.8,1
87,2022-11-17 12:45:21,1.65,1
14,2023-01-14 06:09:55,23.07,0
2,2022-09-19 01:39:39,37.4,0
15,2023-03-12 17:32:04,11.38,1
62,2024-12-23 10:57:09,27.97,1
88,2023-04-27 03:21:27,12.02,1
2,2024-01-21 17:03:54,43.24,1
6,2024-01-08 07:11:01,40.31,1
85,2024-08-06 14:24:47,37.65,1
80,2025-01-14 23:38:12,48.38,1
66,2025-05-13 09:17:52,31.87,1
95,2022-07-14 07:23:03,27.27,0
88,2024-08-02 19:20:32,1.29,0
66,2025-05-05 13:08:11,20.22,1
39,2024-12-02 23:09:32,20.24,1
16,2023-02-28 09:55:46,45.19,1
92,2022-11-22 14:38:00,48.04,0
22,2024-03-30 05:59:17,19.97,0
23,2025-02-24 18:02:16,19.32,0
50,2024-01-19 21:01:31,35.26,0
52,2024-12-17 03:38:07,39.52,1
73,2024-04-10 05:25:32,20.05,0
17,2023-01-02 05:00:51,1.12,0
56,2025-03-08 16:37:32,11.24,0
73,2023-12-09 12:12:45,49.89,1
82,2023-02-15 07:07:23,23.83,0
20,2023-07-15 19:56:05,10.27,1
25,2024-08-16 21:55:50,13.14,1
22,2022-06-12 21:49:26,17.69,0
18,2023-09-10 11:37:46,26.15,0
49,2023-02-25 18:22:57,17.55,0
67,2023-01-28 17:09:50,36.16,0
2,2024-07-07 14:54:17,15.28,0
95,2022-10-21 00:04:10,45.71,1
84,2023-03-28 02:48:46,22.3,0
80,2024-12-10 21:20:18,22.6,0
4,2023-11-03 03:31:08,8.12,1
11,2025-03-09 15:38:34,41.32,0
93,2023-06-17 22:52:57,41.24,0
71,2025-02-20 18:06:41,29.02,0
53,2022-10-20 00:37:05,17.81,1
48,2024-08-11 13:44:17,4.92,0
54,2024-09-13 17:37:19,14.66,0
23,2023-09-30 07:43:21,36.34,1
77,2024-07-29 20:40:31,25.71,0
34,2023-02-01 18:21:04,13.51,0
51,2023-08-19 11:39:49,45.81,0
92,2023-03-06 15:50:29,2.61,0
13,2022-10-25 01:34:27,37.32,1
7,2025-02-09 12:51:37,11.27,0
88,2022-06-15 07:37:30,42.72,1
3,2024-01-16 16:21:46,7.69,1
17,2022-08-03 00:57:22,6.57,1
77,2022-10-10 23:27:24,19.64,0
68,2024-01-02 08:44:40,25.12,1
2,2024-07-11 22:07:02,33.44,0
66,2025-01-23 03:01:15,44.75,0
35,2024-11-02 16:43:00,34.03,0
98,2023-10-04 07:55:09,3.28,0
5,2024-07-26 11:50:59,1.31,0
6,2024-04-14 19:08:56,25.14,0
81,2023-05-22 04:27:54,46.63,1
45,2024-05-14 19:36:34,4.44,0
80,2025-03-04 03:52:05,22.14,1
68,2023-09-24 13:08:33,20.56,0
4,2022-11-22 07:31:54,3.78,1
7,2024-02-24 12:28:45,8.69,0
70,2024-11-17 01:24:10,46.61,1
81,2023-12-02 06:33:31,47.78,0
92,2024-12-10 12:34:30,23.15,1
31,2023-04-04 14:16:36,16.25,1
72,2022-06-02 00:46:46,4.33,1
80,2024-04-17 05:29:15,16.56,0
68,2023-05-27 13:15:04,38.95,0
33,2024-01-28 12:29:43,14.94,0
89,2024-05-23 11:17:17,43.49,0
81,2022-10-18 15:58:53,34.24,1
94,2022-11-25 22:14:37,12.9,0
96,2024-05-29 18:35:28,22.73,1
43,2022-11-05 10:25:44,1.32,1
3,2024-08-27 05:37:18,7.64,0
31,2023-04-09 01:38:36,37.28,0
52,2023-01-13 05:53:24,36.28,1
52,2022-11-07 10:16:48,48.21,0
30,2023-08-18 10:41:54,38.56,0
48,2023-06-06 08:46:44,7.01,0
47,2023-09-21 13:03:38,19.03,0
21,2024-09-06 17:47:07,15.67,0
74,2022-11-21 14:37:43,12.96,0
53,2023-09-08 14:13:38,15.37,0
2,2023-11-04 07:52:48,45.52,1
47,2022-12-10 04:58:21,13.85,0
98,2024-07-02 02:44:41,43.4,1
84,2025-05-11 17:50:28,27.3,1
14,2022-05-21 20:33:32,40.8,1
80,2023-11-11 12:32:55,21.28,1
78,2023-07-18 07:53:59,43.67,0
9,2023-08-31 23:51:13,3.14,1
44,2023-02-13 06:18:53,1.31,1
71,2023-12-29 21:39:44,48.77,0
22,2023-11-26 01:20:10,45.12,1
78,2023-12-27 07:36:06,5.37,0
63,2022-12-11 17:20:36,8.34,0
3,2023-04-19 12:36:20,45.32,0
95,2023-04-15 00:59:41,40.38,0
26,2022-08-30 08:24:42,16.27,0
10,2023-02-09 18:50:56,49.73,0
43,2024-04-09 08:07:30,30.29,0
23,2022-11-19 08:06:05,44.34,1
70,2023-04-03 17:49:40,13.71,1
21,2025-05-11 18:24:55,6.58,0
29,2024-02-03 01:47:08,4.3,0
81,2022-07-25 02:41:40,22.75,1
76,2025-01-26 20:58:44,7.98,0
93,2024-10-21 23:35:34,30.45,0
66,2023-08-11 16:11:04,37.49,0
75,2024-07-11 04:10:35,3.03,1
55,2022-09-30 06:03:12,17.89,0
81,2022-08-12 08:02:30,47.85,0
87,2022-09-24 13:09:10,4.68,0
20,2022-07-28 19:25:41,37.24,0
28,2025-04-11 16:34:25,5.42,1
20,2022-12-07 20:26:03,14.24,0
54,2024-07-25 16:41:04,10.42,1
63,2023-03-31 22:02:33,34.88,0
58,2024-01-24 18:49:15,10.02,1
88,2025-04-22 19:05:46,22.15,1
51,2024-09-24 15:33:08,31.88,1
88,2024-09-21 04:22:17,47.61,0
77,2024-04-22 17:33:14,31.72,1
55,2025-02-23 23:14:57,10.52,0
44,2024-04-09 15:47:24,26.16,1
30,2022-11-15 18:25:45,25.76,0
92,2024-01-25 07:56:45,11.39,1
77,2024-08-11 16:17:26,15.9,0
27,2022-12-05 06:15:25,2.06,1
67,2024-01-10 12:08:36,13.44,0
66,2023-03-10 06:02:42,44.41,0
10,2024-10-07 04:58:39,10.34,0
71,2023-12-15 03:44:59,28.32,1
86,2024-01-06 01:19:54,44.63,1
93,2025-03-13 20:50:19,15.8,1
47,2024-07-06 17:13:59,43.8,0
93,2024-05-08 23:54:28,45.68,0
56,2024-06-19 17:36:43,1.87,1
5,2025-02-15 15:36:18,22.29,0
16,2022-08-07 17:59:24,41.54,0
79,2023-03-23 18:31:31,2.29,1
83,2022-09-26 21:55:24,44.92,0
70,2024-04-13 21:13:20,22.47,1
32,2024-07-22 06:34:17,43.52,1
23,2023-11-08 09:12:24,26.09,1
9,2023-03-23 04:57:19,18.86,0
13,2024-05-06 23:28:25,17.6,1
78,2024-10-05 17:38:57,7.54,1
3,2022-10-14 13:36:14,5.19,1
47,2023-07-01 03:06:36,26.8,0
5,2023-01-13 14:02:08,34.82,0
4,2023-10-15 11:18:12,12.6,1
90,2024-06-09 15:25:40,2.73,1
36,2025-04-19 02:25:50,32.56,1
57,2023-05-12 02:36:05,36.61,0
74,2023-04-08 23:53:30,12.99,0
27,2022-12-20 16:41:03,42.68,0
94,2023-12-25 11:57:56,37.6,0
1,2022-08-30 19:23:46,5.43,1
2,2024-01-30 05:13:19,24.81,0
8,2023-03-24 12:05:38,25.74,0
4,2022-06-15 01:11:53,31.93,1
67,2023-05-24 19:15:33,46.9,0
27,2023-10-10 12:51:18,16.2,0
42,2023-12-29 21:46:34,38.53,0
39,2022-09-15 01:28:26,33.94,0
45,2023-05-03 02:41:45,29.59,1
41,2022-07-07 05:16:40,28.21,0
70,2024-04-01 13:03:14,33.65,1
41,2024-06-10 07:34:11,12.81,0
4,2023-11-09 21:32:14,15.65,1
91,2025-01-18 23:24:39,40.72,0
47,2022-10-20 06:41:27,16.17,1
21,2024-07-21 06:21:41,33.18,0
9,2023-11-02 12:31:27,45.57,0
21,2023-09-27 14:29:02,36.05,1
28,2022-07-17 03:09:47,32.16,1
13,2022-09-01 00:53:40,9.8,1
60,2023-01-05 15:45:49,39.9,1
65,2024-01-22 05:24:42,19.26,0
44,2022-07-19 00:42:08,30.91,1
12,2023-01-20 11:33:33,16.35,1
68,2024-12-28 04:34:26,45.01,1
54,2023-01-18 13:27:47,33.11,1
4,2023-06-02 13:26:12,10.34,0
68,2022-09-09 23:41:54,16.16,0
83,2023-10-12 23:45:38,17.49,1
47,2025-02-13 20:58:45,16.97,1
76,2023-08-19 18:46:13,44.2,1
30,2023-02-20 07:20:26,18.09,0
56,2023-07-05 13:56:23,21.91,1
38,2024-05-18 08:10:05,16.94,1
90,2022-06-21 10:18:02,31.88,0
25,2022-09-27 13:54:09,4.97,1
29,2024-07-14 00:24:32,34.88,0
21,2023-05-10 01:18:20,3.72,0
100,2023-09-02 19:04:52,28.06,1
92,2025-01-16 03:45:56,45.34,1
89,2024-01-30 05:04:36,40.16,1
19,2024-11-23 10:22:49,43.48,0
53,2024-11-08 22:43:52,37.67,1
62,2022-12-27 18:56:24,35.53,1
84,2022-10-23 02:50:06,8.07,0
57,2022-07-10 12:26:07,1.75,0
87,2024-08-26 20:00:40,31.8,1
51,2023-10-06 22:18:49,30.23,0
65,2023-09-25 11:10:33,16.19,1
96,2024-01-29 02:28:48,40.69,0
72,2022-05-20 18:45:50,13.69,1
86,2025-04-15 16:19:20,22.52,1
6,2022-12-02 06:00:32,16.27,1
42,2023-08-09 23:24:20,49.92,0
80,2025-02-17 00:34:32,11.31,0
6,2023-02-04 02:48:31,48.05,0
49,2023-08-10 18:45:49,2.24,1
61,2023-05-08 21:11:22,37.25,1
24,2022-06-03 18:46:19,46.27,0
5,2025-03-15 20:50:38,11.34,1
67,2024-10-04 11:45:04,26.46,1
55,2023-04-21 04:54:07,43.49,1
19,2024-09-19 00:17:25,42.96,1
19,2025-01-05 23:14:26,31.59,0
84,2023-05-01 17:39:40,40.98,0
81,2024-09-10 10:47:25,29.19,0
41,2022-11-26 22:04:24,11.35,0
55,2023-05-20 21:39:31,14.59,0
72,2022-08-09 00:12:35,22.39,0
41,2022-09-11 16:12:17,42.0,0
87,2024-11-13 17:58:25,28.56,1
61,2024-08-23 22:39:50,21.98,1
75,2025-03-24 20:30:46,11.56,1
9,2024-05-20 13:43:25,29.67,0
20,2024-02-06 18:40:52,41.26,1
1,2024-05-23 06:51:54,36.68,0
84,2024-06-25 03:19:14,19.87,1
2,2024-05-06 00:37:58,15.07,0
63,2024-11-30 05:39:14,37.0,1
57,2023-07-18 00:18:04,26.14,1
86,2023-03-30 16:20:34,28.52,1
35,2023-05-04 20:19:09,30.12,1
80,2024-11-01 06:36:16,16.01,1
91,2023-02-22 00:50:45,39.14,1
60,2023-08-01 08:50:15,8.13,1
4,2024-04-29 04:38:53,45.97,0
43,2025-02-16 04:18:07,16.96,0
47,2024-07-13 12:18:47,20.39,1
6,2023-10-19 14:05:00,46.71,1
39,2023-05-03 16:35:23,27.08,1
97,2024-07-03 17:59:32,10.53,0
80,2024-06-14 08:38:31,16.19,1
16,2023-01-23 16:55:57,27.74,1
97,2025-04-02 00:28:28,46.34,1
25,2023-08-22 08:37:23,3.81,0
54,2023-08-10 05:22:10,27.19,1
24,2024-11-16 15:58:59,24.45,0
47,2022-10-26 03:25:38,25.8,1
52,2022-07-25 23:01:22,11.37,0
89,2024-12-27 01:47:41,32.38,1
72,2025-02-27 16:31:13,27.48,1
65,2023-04-24 01:05:34,25.14,1
79,2023-01-23 03:47:10,28.15,0
79,2024-02-24 04:22:07,42.16,1
63,2024-03-17 06:57:36,40.52,0
6,2024-04-01 20:32:21,44.56,0
84,2022-10-16 19:08:44,35.29,0
44,2023-11-18 20:18:03,2.34,0
71,2022-10-13 13:38:37,29.86,1
39,2023-06-22 02:34:10,42.47,1
66,2023-07-04 02:52:11,11.43,0
16,2022-07-18 06:12:08,34.33,1
34,2025-04-07 17:25:27,40.52,0
81,2023-07-09 05:44:18,38.95,0
40,2024-01-04 17:44:08,22.8,0
18,2023-02-09 19:43:09,46.72,1
38,2023-09-24 10:32:18,28.3,1
85,2023-08-06 21:52:14,16.66,0
98,2023-06-02 23:04:14,18.38,1
27,2022-12-03 02:08:18,26.27,1
35,2025-01-26 04:58:00,7.31,1
62,2024-05-04 03:52:48,36.32,0
96,2025-01-05 12:58:56,22.1,0
75,2024-06-29 03:23:16,23.47,1
16,2023-06-28 11:07:28,34.72,0
5,2024-12-19 01:47:06,12.43,1
26,2024-08-15 18:57:14,13.72,1
63,2024-08-12 18:39:36,46.59,0
90,2024-01-17 15:22:41,23.46,1
61,2023-09-14 16:00:08,38.5,0
